date,passengers,weekly_passengers,year,month,day,last_year_weekly_passengers,weekly_passengers_1y_change,confirmed,death,released,region,new,active,datetime
20181201,704063,0,2018,12,1,0,,0,0,0,0,0,0,2018-12-01
20181202,505504,0,2018,12,2,0,,0,0,0,0,0,0,2018-12-02
20181203,878019,0,2018,12,3,0,,0,0,0,0,0,0,2018-12-03
20181204,872960,0,2018,12,4,0,,0,0,0,0,0,0,2018-12-04
20181205,908209,0,2018,12,5,0,,0,0,0,0,0,0,2018-12-05
20181206,890304,0,2018,12,6,0,,0,0,0,0,0,0,2018-12-06
20181207,895609,5654668,2018,12,7,0,inf,0,0,0,0,0,0,2018-12-07
20181208,655503,5606108,2018,12,8,0,inf,0,0,0,0,0,0,2018-12-08
20181209,459142,5559746,2018,12,9,0,inf,0,0,0,0,0,0,2018-12-09
20181210,880993,5562720,2018,12,10,0,inf,0,0,0,0,0,0,2018-12-10
20181211,864590,5554350,2018,12,11,0,inf,0,0,0,0,0,0,2018-12-11
20181212,902826,5548967,2018,12,12,0,inf,0,0,0,0,0,0,2018-12-12
20181213,894895,5553558,2018,12,13,0,inf,0,0,0,0,0,0,2018-12-13
20181214,917560,5575509,2018,12,14,0,inf,0,0,0,0,0,0,2018-12-14
20181215,700672,5620678,2018,12,15,0,inf,0,0,0,0,0,0,2018-12-15
20181216,489412,5650948,2018,12,16,0,inf,0,0,0,0,0,0,2018-12-16
20181217,877369,5647324,2018,12,17,0,inf,0,0,0,0,0,0,2018-12-17
20181218,897145,5679879,2018,12,18,0,inf,0,0,0,0,0,0,2018-12-18
20181219,895478,5672531,2018,12,19,0,inf,0,0,0,0,0,0,2018-12-19
20181220,1000591,5778227,2018,12,20,0,inf,0,0,0,0,0,0,2018-12-20
20181221,932543,5793210,2018,12,21,0,inf,0,0,0,0,0,0,2018-12-21
20181222,758580,5851118,2018,12,22,0,inf,0,0,0,0,0,0,2018-12-22
20181223,501600,5863306,2018,12,23,0,inf,0,0,0,0,0,0,2018-12-23
20181224,872544,5858481,2018,12,24,0,inf,0,0,0,0,0,0,2018-12-24
20181225,581845,5543181,2018,12,25,0,inf,0,0,0,0,0,0,2018-12-25
20181226,877802,5525505,2018,12,26,0,inf,0,0,0,0,0,0,2018-12-26
20181227,835441,5360355,2018,12,27,0,inf,0,0,0,0,0,0,2018-12-27
20181228,837431,5265243,2018,12,28,0,inf,0,0,0,0,0,0,2018-12-28
20181229,612695,5119358,2018,12,29,0,inf,0,0,0,0,0,0,2018-12-29
20181230,450143,5067901,2018,12,30,0,inf,0,0,0,0,0,0,2018-12-30
20181231,763919,4959276,2018,12,31,0,inf,0,0,0,0,0,0,2018-12-31
20191201,445883,4823314,2019,12,1,0,inf,0,0,0,0,0,0,2019-12-01
20191202,869350,4814862,2019,12,2,0,inf,0,0,0,0,0,0,2019-12-02
20191203,877528,4856949,2019,12,3,0,inf,0,0,0,0,0,0,2019-12-03
20191204,887689,4907207,2019,12,4,0,inf,0,0,0,0,0,0,2019-12-04
20191205,877347,5171859,2019,12,5,0,inf,0,0,0,0,0,0,2019-12-05
20191206,882458,5604174,2019,12,6,0,inf,0,0,0,0,0,0,2019-12-06
20191207,678283,5518538,2019,12,7,5654668,-2.4073915568517905,0,0,0,0,0,0,2019-12-07
20191208,493545,5566200,2019,12,8,5606108,-0.7118664142752869,0,0,0,0,0,0,2019-12-08
20191209,856596,5553446,2019,12,9,5559746,-0.11331452911697765,0,0,0,0,0,0,2019-12-09
20191210,887677,5563595,2019,12,10,5562720,0.015729714959588116,0,0,0,0,0,0,2019-12-10
20191211,896936,5572842,2019,12,11,5554350,0.33292824542925814,0,0,0,0,0,0,2019-12-11
20191212,884358,5579853,2019,12,12,5548967,0.5566081038146379,0,0,0,0,0,0,2019-12-12
20191213,909319,5606714,2019,12,13,5553558,0.9571521536283586,0,0,0,0,0,0,2019-12-13
20191214,713247,5641678,2019,12,14,5575509,1.1867795388725944,0,0,0,0,0,0,2019-12-14
20191215,503142,5651275,2019,12,15,5620678,0.5443649324867925,0,0,0,0,0,0,2019-12-15
20191216,881329,5676008,2019,12,16,5650948,0.44346541500647324,0,0,0,0,0,0,2019-12-16
20191217,889048,5677379,2019,12,17,5647324,0.5321989671568339,0,0,0,0,0,0,2019-12-17
20191218,902268,5682711,2019,12,18,5679879,0.049860217092652856,0,0,0,0,0,0,2019-12-18
20191219,894321,5692674,2019,12,19,5672531,0.3550972220336918,0,0,0,0,0,0,2019-12-19
20191220,914767,5698122,2019,12,20,5778227,-1.386324905546286,0,0,0,0,0,0,2019-12-20
20191221,726730,5711605,2019,12,21,5793210,-1.4086318293312343,0,0,0,0,0,0,2019-12-21
20191222,539325,5747788,2019,12,22,5851118,-1.765987286532249,0,0,0,0,0,0,2019-12-22
20191223,870249,5736708,2019,12,23,5863306,-2.159157308180743,0,0,0,0,0,0,2019-12-23
20191224,898587,5746247,2019,12,24,5858481,-1.9157525645299525,0,0,0,0,0,0,2019-12-24
20191225,587281,5431260,2019,12,25,5543181,-2.0190753287688064,0,0,0,0,0,0,2019-12-25
20191226,834897,5371836,2019,12,26,5525505,-2.7810851677810446,0,0,0,0,0,0,2019-12-26
20191227,882408,5339477,2019,12,27,5360355,-0.3894891289849273,0,0,0,0,0,0,2019-12-27
20191228,678671,5291418,2019,12,28,5265243,0.4971280527793304,0,0,0,0,0,0,2019-12-28
20191229,461464,5213557,2019,12,29,5119358,1.8400549443895113,0,0,0,0,0,0,2019-12-29
20191230,830283,5173591,2019,12,30,5067901,2.0854787810574833,0,0,0,0,0,0,2019-12-30
20191231,786480,5061484,2019,12,31,4959276,2.0609459929231604,0,0,0,0,0,0,2019-12-31
20190101,368867,4843070,2019,1,1,0,inf,0,0,0,0,0,0,2019-01-01
20190102,775064,4783237,2019,1,2,0,inf,0,0,0,0,0,0,2019-01-02
20190103,801497,4702326,2019,1,3,0,inf,0,0,0,0,0,0,2019-01-03
20190104,825434,4849089,2019,1,4,0,inf,0,0,0,0,0,0,2019-01-04
20190105,650394,5038019,2019,1,5,0,inf,0,0,0,0,0,0,2019-01-05
20190106,486091,4693827,2019,1,6,0,inf,0,0,0,0,0,0,2019-01-06
20190107,812063,4719410,2019,1,7,0,inf,0,0,0,0,0,0,2019-01-07
20190108,808010,5158553,2019,1,8,0,inf,0,0,0,0,0,0,2019-01-08
20190109,795570,5179059,2019,1,9,0,inf,0,0,0,0,0,0,2019-01-09
20190110,803061,5180623,2019,1,10,0,inf,0,0,0,0,0,0,2019-01-10
20190111,829069,5184258,2019,1,11,0,inf,0,0,0,0,0,0,2019-01-11
20190112,631225,5165089,2019,1,12,0,inf,0,0,0,0,0,0,2019-01-12
20190113,479973,5158971,2019,1,13,0,inf,0,0,0,0,0,0,2019-01-13
20190114,799570,5146478,2019,1,14,0,inf,0,0,0,0,0,0,2019-01-14
20190115,802744,5141212,2019,1,15,0,inf,0,0,0,0,0,0,2019-01-15
20190116,798328,5143970,2019,1,16,0,inf,0,0,0,0,0,0,2019-01-16
20190117,797603,5138512,2019,1,17,0,inf,0,0,0,0,0,0,2019-01-17
20190118,829305,5138748,2019,1,18,0,inf,0,0,0,0,0,0,2019-01-18
20190119,666207,5173730,2019,1,19,0,inf,0,0,0,0,0,0,2019-01-19
20190120,479653,5173410,2019,1,20,0,inf,0,0,0,0,0,0,2019-01-20
20190121,799568,5173408,2019,1,21,0,inf,0,0,0,0,0,0,2019-01-21
20190122,802486,5173150,2019,1,22,0,inf,0,0,0,0,0,0,2019-01-22
20190123,812472,5187294,2019,1,23,0,inf,0,0,0,0,0,0,2019-01-23
20190124,799208,5188899,2019,1,24,0,inf,0,0,0,0,0,0,2019-01-24
20190125,829675,5189269,2019,1,25,0,inf,0,0,0,0,0,0,2019-01-25
20190126,663273,5186335,2019,1,26,0,inf,0,0,0,0,0,0,2019-01-26
20190127,480477,5187159,2019,1,27,0,inf,0,0,0,0,0,0,2019-01-27
20190128,813632,5201223,2019,1,28,0,inf,0,0,0,0,0,0,2019-01-28
20190129,822216,5220953,2019,1,29,0,inf,0,0,0,0,0,0,2019-01-29
20190130,845269,5253750,2019,1,30,0,inf,0,0,0,0,0,0,2019-01-30
20190131,796324,5250866,2019,1,31,0,inf,0,0,0,0,0,0,2019-01-31
20190201,863918,5285109,2019,2,1,0,inf,0,0,0,0,0,0,2019-02-01
20190202,657282,5279118,2019,2,2,0,inf,0,0,0,0,0,0,2019-02-02
20190203,446976,5245617,2019,2,3,0,inf,0,0,0,0,0,0,2019-02-03
20190204,361996,4793981,2019,2,4,0,inf,0,0,0,0,0,0,2019-02-04
20190205,239131,4210896,2019,2,5,0,inf,0,0,0,0,0,0,2019-02-05
20190206,383932,3749559,2019,2,6,0,inf,0,0,0,0,0,0,2019-02-06
20190207,795218,3748453,2019,2,7,0,inf,0,0,0,0,0,0,2019-02-07
20190208,824837,3709372,2019,2,8,0,inf,0,0,0,0,0,0,2019-02-08
20190209,664519,3716609,2019,2,9,0,inf,0,0,0,0,0,0,2019-02-09
20190210,483448,3753081,2019,2,10,0,inf,0,0,0,0,0,0,2019-02-10
20190211,832146,4223231,2019,2,11,0,inf,0,0,0,0,0,0,2019-02-11
20190212,827003,4811103,2019,2,12,0,inf,0,0,0,0,0,0,2019-02-12
20190213,834323,5261494,2019,2,13,0,inf,0,0,0,0,0,0,2019-02-13
20190214,826977,5293253,2019,2,14,0,inf,0,0,0,0,0,0,2019-02-14
20190215,846970,5315386,2019,2,15,0,inf,0,0,0,0,0,0,2019-02-15
20190216,686830,5337697,2019,2,16,0,inf,0,0,0,0,0,0,2019-02-16
20190217,495108,5349357,2019,2,17,0,inf,0,0,0,0,0,0,2019-02-17
20190218,820399,5337610,2019,2,18,0,inf,0,0,0,0,0,0,2019-02-18
20190219,764256,5274863,2019,2,19,0,inf,0,0,0,0,0,0,2019-02-19
20190220,835270,5275810,2019,2,20,0,inf,0,0,0,0,0,0,2019-02-20
20190221,837002,5285835,2019,2,21,0,inf,0,0,0,0,0,0,2019-02-21
20190222,861798,5300663,2019,2,22,0,inf,0,0,0,0,0,0,2019-02-22
20190223,699046,5312879,2019,2,23,0,inf,0,0,0,0,0,0,2019-02-23
20190224,513166,5330937,2019,2,24,0,inf,0,0,0,0,0,0,2019-02-24
20190225,829462,5340000,2019,2,25,0,inf,0,0,0,0,0,0,2019-02-25
20190226,832436,5408180,2019,2,26,0,inf,0,0,0,0,0,0,2019-02-26
20190227,825789,5398699,2019,2,27,0,inf,0,0,0,0,0,0,2019-02-27
20190228,857566,5419263,2019,2,28,0,inf,0,0,0,0,0,0,2019-02-28
20190301,612235,5169700,2019,3,1,0,inf,0,0,0,0,0,0,2019-03-01
20190302,668738,5139392,2019,3,2,0,inf,0,0,0,0,0,0,2019-03-02
20190303,511724,5137950,2019,3,3,0,inf,0,0,0,0,0,0,2019-03-03
20190304,912645,5221133,2019,3,4,0,inf,0,0,0,0,0,0,2019-03-04
20190305,909679,5298376,2019,3,5,0,inf,0,0,0,0,0,0,2019-03-05
20190306,909648,5382235,2019,3,6,0,inf,0,0,0,0,0,0,2019-03-06
20190307,926966,5451635,2019,3,7,0,inf,0,0,0,0,0,0,2019-03-07
20190308,939995,5779395,2019,3,8,0,inf,0,0,0,0,0,0,2019-03-08
20190309,738029,5848686,2019,3,9,0,inf,0,0,0,0,0,0,2019-03-09
20190310,440208,5777170,2019,3,10,0,inf,0,0,0,0,0,0,2019-03-10
20190311,899588,5764113,2019,3,11,0,inf,0,0,0,0,0,0,2019-03-11
20190312,902298,5756732,2019,3,12,0,inf,0,0,0,0,0,0,2019-03-12
20190313,904280,5751364,2019,3,13,0,inf,0,0,0,0,0,0,2019-03-13
20190314,899940,5724338,2019,3,14,0,inf,0,0,0,0,0,0,2019-03-14
20190315,904569,5688912,2019,3,15,0,inf,0,0,0,0,0,0,2019-03-15
20190316,735376,5686259,2019,3,16,0,inf,0,0,0,0,0,0,2019-03-16
20190317,529737,5775788,2019,3,17,0,inf,0,0,0,0,0,0,2019-03-17
20190318,889863,5766063,2019,3,18,0,inf,0,0,0,0,0,0,2019-03-18
20190319,906475,5770240,2019,3,19,0,inf,0,0,0,0,0,0,2019-03-19
20190320,897104,5763064,2019,3,20,0,inf,0,0,0,0,0,0,2019-03-20
20190321,912119,5775243,2019,3,21,0,inf,0,0,0,0,0,0,2019-03-21
20190322,926701,5797375,2019,3,22,0,inf,0,0,0,0,0,0,2019-03-22
20190323,710750,5772749,2019,3,23,0,inf,0,0,0,0,0,0,2019-03-23
20190324,519649,5762661,2019,3,24,0,inf,0,0,0,0,0,0,2019-03-24
20190325,896665,5769463,2019,3,25,0,inf,0,0,0,0,0,0,2019-03-25
20190326,906972,5769960,2019,3,26,0,inf,0,0,0,0,0,0,2019-03-26
20190327,917305,5790161,2019,3,27,0,inf,0,0,0,0,0,0,2019-03-27
20190328,912143,5790185,2019,3,28,0,inf,0,0,0,0,0,0,2019-03-28
20190329,937816,5801300,2019,3,29,0,inf,0,0,0,0,0,0,2019-03-29
20190330,743513,5834063,2019,3,30,0,inf,0,0,0,0,0,0,2019-03-30
20190331,535836,5850250,2019,3,31,0,inf,0,0,0,0,0,0,2019-03-31
20190401,880912,5834497,2019,4,1,0,inf,0,0,0,0,0,0,2019-04-01
20190402,894849,5822374,2019,4,2,0,inf,0,0,0,0,0,0,2019-04-02
20190403,908600,5813669,2019,4,3,0,inf,0,0,0,0,0,0,2019-04-03
20190404,903480,5805006,2019,4,4,0,inf,0,0,0,0,0,0,2019-04-04
20190405,942193,5809383,2019,4,5,0,inf,0,0,0,0,0,0,2019-04-05
20190406,771786,5837656,2019,4,6,0,inf,0,0,0,0,0,0,2019-04-06
20190407,505888,5807708,2019,4,7,0,inf,0,0,0,0,0,0,2019-04-07
20190408,893162,5819958,2019,4,8,0,inf,0,0,0,0,0,0,2019-04-08
20190409,854234,5779343,2019,4,9,0,inf,0,0,0,0,0,0,2019-04-09
20190410,880020,5750763,2019,4,10,0,inf,0,0,0,0,0,0,2019-04-10
20190411,900975,5748258,2019,4,11,0,inf,0,0,0,0,0,0,2019-04-11
20190412,924628,5730693,2019,4,12,0,inf,0,0,0,0,0,0,2019-04-12
20190413,739576,5698483,2019,4,13,0,inf,0,0,0,0,0,0,2019-04-13
20190414,489612,5682207,2019,4,14,0,inf,0,0,0,0,0,0,2019-04-14
20190415,889739,5678784,2019,4,15,0,inf,0,0,0,0,0,0,2019-04-15
20190416,895056,5719606,2019,4,16,0,inf,0,0,0,0,0,0,2019-04-16
20190417,904427,5744013,2019,4,17,0,inf,0,0,0,0,0,0,2019-04-17
20190418,896323,5739361,2019,4,18,0,inf,0,0,0,0,0,0,2019-04-18
20190419,883852,5698585,2019,4,19,0,inf,0,0,0,0,0,0,2019-04-19
20190420,730051,5689060,2019,4,20,0,inf,0,0,0,0,0,0,2019-04-20
20190421,521703,5721151,2019,4,21,0,inf,0,0,0,0,0,0,2019-04-21
20190422,873928,5705340,2019,4,22,0,inf,0,0,0,0,0,0,2019-04-22
20190423,859338,5669622,2019,4,23,0,inf,0,0,0,0,0,0,2019-04-23
20190424,882474,5647669,2019,4,24,0,inf,0,0,0,0,0,0,2019-04-24
20190425,891100,5642446,2019,4,25,0,inf,0,0,0,0,0,0,2019-04-25
20190426,877301,5635895,2019,4,26,0,inf,0,0,0,0,0,0,2019-04-26
20190427,773289,5679133,2019,4,27,0,inf,0,0,0,0,0,0,2019-04-27
20190428,529835,5687265,2019,4,28,0,inf,0,0,0,0,0,0,2019-04-28
20190429,810629,5623966,2019,4,29,0,inf,0,0,0,0,0,0,2019-04-29
20190430,915344,5679972,2019,4,30,0,inf,0,0,0,0,0,0,2019-04-30
20190501,783977,5581475,2019,5,1,0,inf,0,0,0,0,0,0,2019-05-01
20190502,925532,5615907,2019,5,2,0,inf,0,0,0,0,0,0,2019-05-02
20190503,963822,5702428,2019,5,3,0,inf,0,0,0,0,0,0,2019-05-03
20190504,710102,5639241,2019,5,4,0,inf,0,0,0,0,0,0,2019-05-04
20190505,544756,5654162,2019,5,5,0,inf,0,0,0,0,0,0,2019-05-05
20190506,616154,5459687,2019,5,6,0,inf,0,0,0,0,0,0,2019-05-06
20190507,926409,5470752,2019,5,7,0,inf,0,0,0,0,0,0,2019-05-07
20190508,923868,5610643,2019,5,8,0,inf,0,0,0,0,0,0,2019-05-08
20190509,912063,5597174,2019,5,9,0,inf,0,0,0,0,0,0,2019-05-09
20190510,950370,5583722,2019,5,10,0,inf,0,0,0,0,0,0,2019-05-10
20190511,773695,5647315,2019,5,11,0,inf,0,0,0,0,0,0,2019-05-11
20190512,602488,5705047,2019,5,12,0,inf,0,0,0,0,0,0,2019-05-12
20190513,900913,5989806,2019,5,13,0,inf,0,0,0,0,0,0,2019-05-13
20190514,914188,5977585,2019,5,14,0,inf,0,0,0,0,0,0,2019-05-14
20190515,946126,5999843,2019,5,15,0,inf,0,0,0,0,0,0,2019-05-15
20190516,911889,5999669,2019,5,16,0,inf,0,0,0,0,0,0,2019-05-16
20190517,941603,5990902,2019,5,17,0,inf,0,0,0,0,0,0,2019-05-17
20190518,677420,5894627,2019,5,18,0,inf,0,0,0,0,0,0,2019-05-18
20190519,518830,5810969,2019,5,19,0,inf,0,0,0,0,0,0,2019-05-19
20190520,880217,5790273,2019,5,20,0,inf,0,0,0,0,0,0,2019-05-20
20190521,915321,5791406,2019,5,21,0,inf,0,0,0,0,0,0,2019-05-21
20190522,922374,5767654,2019,5,22,0,inf,0,0,0,0,0,0,2019-05-22
20190523,910851,5766616,2019,5,23,0,inf,0,0,0,0,0,0,2019-05-23
20190524,946536,5771549,2019,5,24,0,inf,0,0,0,0,0,0,2019-05-24
20190525,750431,5844560,2019,5,25,0,inf,0,0,0,0,0,0,2019-05-25
20190526,539521,5865251,2019,5,26,0,inf,0,0,0,0,0,0,2019-05-26
20190527,840583,5825617,2019,5,27,0,inf,0,0,0,0,0,0,2019-05-27
20190528,902654,5812950,2019,5,28,0,inf,0,0,0,0,0,0,2019-05-28
20190529,915651,5806227,2019,5,29,0,inf,0,0,0,0,0,0,2019-05-29
20190530,899652,5795028,2019,5,30,0,inf,0,0,0,0,0,0,2019-05-30
20190531,922382,5770874,2019,5,31,0,inf,0,0,0,0,0,0,2019-05-31
20190601,730356,5750799,2019,6,1,0,inf,0,0,0,0,0,0,2019-06-01
20190602,522567,5733845,2019,6,2,0,inf,0,0,0,0,0,0,2019-06-02
20190603,903760,5797022,2019,6,3,0,inf,0,0,0,0,0,0,2019-06-03
20190604,907097,5801465,2019,6,4,0,inf,0,0,0,0,0,0,2019-06-04
20190605,942612,5828426,2019,6,5,0,inf,0,0,0,0,0,0,2019-06-05
20190606,603557,5532331,2019,6,6,0,inf,0,0,0,0,0,0,2019-06-06
20190607,808320,5418269,2019,6,7,0,inf,0,0,0,0,0,0,2019-06-07
20190608,709740,5397653,2019,6,8,0,inf,0,0,0,0,0,0,2019-06-08
20190609,508841,5383927,2019,6,9,0,inf,0,0,0,0,0,0,2019-06-09
20190610,881434,5361601,2019,6,10,0,inf,0,0,0,0,0,0,2019-06-10
20190611,891544,5346048,2019,6,11,0,inf,0,0,0,0,0,0,2019-06-11
20190612,893988,5297424,2019,6,12,0,inf,0,0,0,0,0,0,2019-06-12
20190613,894082,5587949,2019,6,13,0,inf,0,0,0,0,0,0,2019-06-13
20190614,893418,5673047,2019,6,14,0,inf,0,0,0,0,0,0,2019-06-14
20190615,725066,5688373,2019,6,15,0,inf,0,0,0,0,0,0,2019-06-15
20190616,504007,5683539,2019,6,16,0,inf,0,0,0,0,0,0,2019-06-16
20190617,884758,5686863,2019,6,17,0,inf,0,0,0,0,0,0,2019-06-17
20190618,893298,5688617,2019,6,18,0,inf,0,0,0,0,0,0,2019-06-18
20190619,909056,5703685,2019,6,19,0,inf,0,0,0,0,0,0,2019-06-19
20190620,913314,5722917,2019,6,20,0,inf,0,0,0,0,0,0,2019-06-20
20190621,904929,5734428,2019,6,21,0,inf,0,0,0,0,0,0,2019-06-21
20190622,731254,5740616,2019,6,22,0,inf,0,0,0,0,0,0,2019-06-22
20190623,515067,5751676,2019,6,23,0,inf,0,0,0,0,0,0,2019-06-23
20190624,869589,5736507,2019,6,24,0,inf,0,0,0,0,0,0,2019-06-24
20190625,885799,5729008,2019,6,25,0,inf,0,0,0,0,0,0,2019-06-25
20190626,801891,5621843,2019,6,26,0,inf,0,0,0,0,0,0,2019-06-26
20190627,837856,5546385,2019,6,27,0,inf,0,0,0,0,0,0,2019-06-27
20190628,906644,5548100,2019,6,28,0,inf,0,0,0,0,0,0,2019-06-28
20190629,597865,5414711,2019,6,29,0,inf,0,0,0,0,0,0,2019-06-29
20190630,510467,5410111,2019,6,30,0,inf,0,0,0,0,0,0,2019-06-30
20200101,380640,4921162,2020,1,1,4843070,1.6124483024197462,0,0,0,0,0,0,2020-01-01
20200102,776298,4811661,2020,1,2,4783237,0.5942419328166261,0,0,0,0,0,0,2020-01-02
20200103,819623,4829393,2020,1,3,4702326,2.702215882097498,0,0,0,0,0,0,2020-01-03
20200104,637045,4628582,2020,1,4,4849089,-4.547390241754688,0,0,0,0,0,0,2020-01-04
20200105,463643,4185581,2020,1,5,5038019,-16.92010292140621,0,0,0,0,0,0,2020-01-05
20200106,757390,4345106,2020,1,6,4693827,-7.429353489167794,0,0,0,0,0,0,2020-01-06
20200107,762459,4597098,2020,1,7,4719410,-2.5916798921899136,0,0,0,0,0,0,2020-01-07
20200108,805861,5022319,2020,1,8,5158553,-2.6409343860574856,0,0,0,0,0,0,2020-01-08
20200109,811657,5057678,2020,1,9,5179059,-2.343688303222651,0,0,0,0,0,0,2020-01-09
20200110,834599,5072654,2020,1,10,5180623,-2.0840929749182675,0,0,0,0,0,0,2020-01-10
20200111,673216,5108825,2020,1,11,5184258,-1.455039467557363,0,0,0,0,0,0,2020-01-11
20200112,474742,5119924,2020,1,12,5165089,-0.8744283012354676,0,0,0,0,0,0,2020-01-12
20200113,804510,5167044,2020,1,13,5158971,0.15648469433148587,0,0,0,0,0,0,2020-01-13
20200114,804272,5208857,2020,1,14,5146478,1.2120716342321876,0,0,0,0,0,0,2020-01-14
20200115,814175,5217171,2020,1,15,5141212,1.477453176410543,0,0,0,0,0,0,2020-01-15
20200116,807365,5212879,2020,1,16,5143970,1.3396073460770572,0,0,0,0,0,0,2020-01-16
20200117,838703,5216983,2020,1,17,5138512,1.5271152427006105,0,0,0,0,0,0,2020-01-17
20200118,666113,5209880,2020,1,18,5138748,1.384228220570458,0,0,0,0,0,0,2020-01-18
20200119,467138,5202276,2020,1,19,5173730,0.5517489316218667,0,0,0,0,0,0,2020-01-19
20200120,815146,5212912,2020,1,20,5173410,0.7635582720101441,0,0,0,0,0,0,2020-01-20
20200121,821506,5230146,2020,1,21,5173408,1.0967238617174597,1,0,0,전국,0,1,2020-01-21
20200122,806151,5222122,2020,1,22,5173150,0.9466572591167857,1,0,0,전국,0,1,2020-01-22
20200123,800534,5215291,2020,1,23,5187294,0.5397226376604064,1,0,0,전국,0,1,2020-01-23
20200124,390528,4767116,2020,1,24,5188899,-8.128564460399017,2,0,0,전국,1,2,2020-01-24
20200125,242747,4343750,2020,1,25,5189269,-16.293605130125265,2,0,0,전국,0,2,2020-01-25
20200126,370460,4247072,2020,1,26,5186335,-18.11034188882901,2,0,0,전국,0,2,2020-01-26
20200127,382287,3814213,2020,1,27,5187159,-26.468168799144195,4,0,0,전국,2,4,2020-01-27
20200128,765777,3758484,2020,1,28,5201223,-27.738456897541212,4,0,0,전국,0,4,2020-01-28
20200129,791050,3743383,2020,1,29,5220953,-28.300771908883302,4,0,0,전국,0,4,2020-01-29
20200130,786048,3728897,2020,1,30,5253750,-29.024087556507258,7,0,0,전국,3,7,2020-01-30
20200131,801145,4139514,2020,1,31,5250866,-21.165118287154918,11,0,0,전국,4,11,2020-01-31
20200201,613233,4510000,2020,2,1,5285109,-14.665903768493706,12,0,0,전국,1,12,2020-02-01
20200202,438434,4577974,2020,2,2,5279118,-13.281461031937532,15,0,0,전국,3,15,2020-02-02
20200203,769824,4965511,2020,2,3,5245617,-5.3398103597727395,15,0,0,전국,0,15,2020-02-03
20200204,776538,4976272,2020,2,4,4793981,3.802497339893504,16,0,0,전국,1,16,2020-02-04
20200205,757217,4942439,2020,2,5,4210896,17.372620933882004,21,0,1,전국,5,20,2020-02-05
20200206,727987,4884378,2020,2,6,3749559,30.26539921094721,24,0,2,전국,3,22,2020-02-06
20200207,764871,4848104,2020,2,7,3748453,29.336128797666664,24,0,2,전국,0,22,2020-02-07
20200208,587367,4822238,2020,2,8,3709372,30.00146655552476,24,0,2,전국,0,22,2020-02-08
20200209,419143,4802947,2020,2,9,3716609,29.2292786246818,27,0,3,전국,3,24,2020-02-09
20200210,753673,4786796,2020,2,10,3753081,27.543103919153356,27,0,4,전국,0,23,2020-02-10
20200211,763885,4774143,2020,2,11,4223231,13.044799112338398,28,0,4,전국,1,24,2020-02-11
20200212,703266,4720192,2020,2,12,4811103,-1.8896082665451146,28,0,7,전국,0,21,2020-02-12
20200213,775425,4767630,2020,2,13,5261494,-9.386383411251632,28,0,7,전국,0,21,2020-02-13
20200214,809798,4812557,2020,2,14,5293253,-9.081296510860145,28,0,7,전국,0,21,2020-02-14
20200215,632964,4858154,2020,2,15,5315386,-8.602046963287332,28,0,9,전국,0,19,2020-02-15
20200216,425818,4864829,2020,2,16,5337697,-8.859026655128607,29,0,9,전국,1,20,2020-02-16
20200217,729163,4840319,2020,2,17,5349357,-9.515872655349044,30,0,10,전국,1,20,2020-02-17
20200217,729163,4840319,2020,2,17,5349357,-9.515872655349044,0,0,0,대구,0,0,2020-02-17
20200218,701866,4778300,2020,2,18,5337610,-10.478659924572984,39,0,12,전국,9,27,2020-02-18
20200218,701866,4778300,2020,2,18,5337610,-10.478659924572984,1,0,0,대구,1,1,2020-02-18
20200219,579017,4654051,2020,2,19,5274863,-11.769253533219725,46,0,16,전국,7,30,2020-02-19
20200219,579017,4654051,2020,2,19,5274863,-11.769253533219725,16,0,0,대구,15,16,2020-02-19
20200220,460069,4338695,2020,2,20,5275810,-17.76248576048038,104,1,16,전국,58,87,2020-02-20
20200220,460069,4338695,2020,2,20,5275810,-17.76248576048038,30,0,0,대구,14,30,2020-02-20
20200221,385433,3914330,2020,2,21,5285835,-25.94679932309654,204,1,17,전국,100,186,2020-02-21
20200221,385433,3914330,2020,2,21,5285835,-25.94679932309654,110,0,0,대구,80,110,2020-02-21
20200222,219212,3500578,2020,2,22,5300663,-33.95961976831955,433,3,18,전국,229,412,2020-02-22
20200222,219212,3500578,2020,2,22,5300663,-33.95961976831955,193,1,0,대구,83,192,2020-02-22
20200223,117821,3192581,2020,2,23,5312879,-39.90864463504627,608,6,18,전국,175,584,2020-02-23
20200223,117821,3192581,2020,2,23,5312879,-39.90864463504627,310,2,0,대구,117,308,2020-02-23
20200224,307556,2770974,2020,2,24,5330937,-48.02088263282796,843,7,22,전국,235,814,2020-02-24
